abandon	放弃；放纵
interregnum	无王时期
interrogate	审问，审讯
interrogative	疑问的
interrupt	暂时中止；打断，打扰
intersect	横截，横断
intersperse	散步；点缀
intertwine	纠缠，缠，绕
intervene	干涉，介入
intimate	亲密的；密友；暗示
intimidate	恐吓；胁迫
intoxicate	沉醉，欣喜若狂；喝醉
intractable	倔强的；难管的
intransigent	不妥协的
intrepid	无畏的，刚毅的
intricacy	错综，复杂，纷乱
intricate	复杂难懂的
intrigue	密谋；引起极大兴趣
introspective	自省的
intrude	把强加于；闯入
intuition	直觉；由直觉获知的知识
intuitive	直觉的
inundate	淹没；泛滥
inured	习惯的
invade	侵犯，侵入
invective	猛烈抨击，痛骂
inveigh	痛骂，抨击
inveigle	诱骗，诱使
inventory	详细目录；存货清单
inverse	相反的；倒转的
invert	上下倒置
invertebrate	无脊椎的
investigate	调查
inveterate	积习已深的
invidious	惹人反感的，导致伤害和仇恨的，招人嫉妒的
invigorate	鼓舞，激励
invigorating	使人有精神的，使人健壮的
inviolable	不可侵犯的；不可亵渎的
invoke	祈求；恳求；实施生效
involuntary	无意的
invulnerable	无法伤害的
iodine	碘；碘酒
iota	极小量，极少
irascible	易发怒的
irate	发怒的
ire	愤怒；激怒
iridescent	闪彩光的，现晕光的
irk	使苦恼，厌烦
irksome	令人苦恼的，讨厌的
ironclad	装铁甲的；坚固的
ironic	挖苦的；出乎意料的
irony	反话；出人意料的事情或情况
irradicable	不能根除的
irreconcilable	不能协调的，矛盾的
irredeemable	无法挽回的
irreducible	不能约的
irremediable	无法治愈的，无法纠正的
irrepressible	无法约束或阻止的
irrevocable	无法取消的
irrigate	灌溉；冲洗伤口
irritable	易怒的；易受刺激的
irritate	激怒；刺激
isolate	孤立，将…从某种群中隔离
issue	出来，流出；分给，分发；期
isthmus	地峡
itinerant	巡回的，流动的
itinerary	行程表；旅行路线
ivory	象牙，长牙
jabber	快而不清楚地说
jade	疲惫的老马；玉，翡翠
jaded	疲惫的；厌倦的
jagged	锯齿状的，不整齐的
jamb	门窗的侧柱
jar	冲突，抵触；震惊；发刺耳声
jargon	暗语；行话
jarring	声音刺耳的
jaundice	偏见；黄疸
jaunt	短程旅游
jaunty	愉快的，满足的
jazz	爵士乐；喧闹
jealousy	猜忌，嫉妒
jeer	嘲笑
jejune	空洞的；不成熟的
jerk	突然猛拉
jeopardize	危及，危害
jeopardy	危险
jesting	说笑，玩笑
jettison	向外抛弃东西；抛弃的货物
jibe	与…一致，符合
jigsaw puzzle	拼图游戏
jingoism	沙文主义；侵略主义
jockey	骑师；用计谋获取
jocular	滑稽的，诙谐的；嬉戏的
jocund	快乐的，高兴的
jog	慢而平静地前进
jolt	颠簸着移动；震动，摇晃
jot	摘要记录
jovial	愉快的，满足的
jubilation	欢快，欢庆
judicial	法庭的，法官的
judicious	有判断力的；明智的
juggernaut	摧毁一切的强大力量
jumble	混杂，掺杂；混杂，掺杂
junction	交叉路口；连接
justifiable	有理由的，无可非议的
justification	正当理由，好的原因；辩护
justify	证明…正当
juvenile	少年的；似少年的
juxtapose	并排，并置
kaleidoscope	万花筒；产生有趣的对称效果
kangaroo	袋鼠
ken	视野范围；知识范围
kennel	狗舍，狗窝
kernel	果仁；核心
kidnap	诱拐，绑架，勒赎
kidney	肾
killjoy	令人扫兴的人
kin	亲属
kindle	着火，点燃
kinetic	运动的
knack	特殊能力；窍门
knave	流氓，恶棍
knead	揉制，捏制
knit	编织；密接，结合
knotty	有节疤的；困难的
know-how	专业技能，知识
kudos	荣誉
labile	不稳定的
labored	吃力的；不自然的
labyrinth	迷宫
lace	鞋带,系带；网眼花边,透孔织品
lacerate	撕裂；深深伤害
lachrymose	好流泪的；引人落泪的
lackadaisical	无精打采的；无兴趣的
lackluster	无光泽的；呆滞的
laconic	简洁的
lactic	乳汁的
lag	落后，滞留
lair	野兽的巢穴；躲藏处
laity	俗信徒，俗人阶级；外行
lambaste	痛打；痛骂
lament	悲伤；哀悼
lampoon	讽刺文章；讽刺
lance	长矛；鱼叉
lancet	手术刀
landfill	垃圾堆
landlocked	被陆地包围的
landmark	陆标；里程碑
landslide	山崩；压倒性的胜利
languid	没精打采的，倦怠的
languish	变得消瘦；衰弱
languor	身心疲惫
lank	瘦削的；长而软的
lap	舔食
lapse	失误；流逝
larder	食品室
largess	赠送，赏赐；赠品；贺礼
lark	玩乐，嬉耍
larva	幼虫
lash	鞭子；鞭打；捆住
lassitude	无力；没精打采
lasso	套索
lasting	持久的，永久的
latency	潜伏期
latent	潜伏的
lateral	侧面的
latitude	言行自由；纬度
lattice	格子架
laud	称赞
lava	熔岩
lave	洗浴；慢慢冲刷
lavish	浪费的；丰富的
laxative	通便的；放松的；倾泻药
leak	泄漏；泄漏；泻出量，漏洞
leakage	渗漏，漏出
lease	租约；租期；出租
leaven	发酵剂；影响力；发酵；影响
lectern	教堂里的读经台
ledger	账簿
leer	斜眼看，送秋波
leery	机警的；怀疑的
legacy	遗产；遗留之物
legend	地图里的说明文字或图例
legerdemain	手法；戏法
legion	兵团；一大群
legislate	制定法律
legitimate	合法的；正当的
leisureliness	悠然，从容
leniency	温和，宽容
lenient	宽大的；仁慈的
lethal	致命的
lethargic	昏睡的
lethargy	昏睡；倦怠；呆滞懒散
levee	防洪堤；堤岸
levelheaded	头脑冷静的，稳健的
lever	杠杆；撬动
levity	轻率；轻浮
levy	征税；征兵
lexicographer	词典编纂人
liability	责任；债务
liaison	联系；暧昧关系
libel	诽谤，中伤
liberality	慷慨；心胸开阔
liberate	释放，解放
libertine	性行为放纵者，浪荡的人
liberty	随意，冒失
libretto	歌词；剧本
license	放肆；自由；许可证，执照
licentious	纵欲的；放肆的
lien	扣押权；留置权
ligneous	木质的，木头的
liken	把…比作…
limb	肢，翼
limber	易弯曲的，敏捷的
limerick	五行打油诗
limestone	石灰岩
limn	描写；画
limousine	大型轿车，大客车
limp	跛行；软弱的；松软的
limpid	清澈的；透明的
lineage	宗系，血统
linen	亚麻织品，亚麻布
linger	逗留，留恋
linguistics	语言学
lionize	崇拜，看重
liquefy	液化，溶解
liquid	清澈的；透明的
liquidate	清算；清偿
lissome	姿态优雅的，柔软的
list	倾斜
listless	无精打采的；无兴趣的
literal	字面上的；忠实原义的；精确的
literate	有读写能力的；有文化修养的
literati	文人；学者
lithe	柔软的，易弯曲的；敏捷的，轻快的
litigant	诉讼当事人
litigation	诉讼
litter	垃圾；一窝
loaf	一条；虚度光阴
loathe	憎恨，厌恶
lobby	大厅，休息厅
lobe	耳垂；叶
locale	事件发生的现场、地点
locomotion	运动，移动
locomotive	移动的；机车，火车头
locus	地点，所在地
lode	矿脉
lofty	崇高的，高尚的
log	日志，记录；一段大木头；圆木
logistics	后勤学；后勤
loll	懒洋洋地坐或卧
longevity	长寿
longing	渴望
long-winded	冗长的
loom	织布机；隐约出现
loon	愚人；疯子
loop	圈，金属线圈
loophole	枪眼，小窗，换气孔
loosen	变松，松开
lope	轻快的步伐；使大步慢跑
lopsided	倾向一方，不平衡的
loquacious	多嘴的，饶舌的
lot	签；命运；抽签，划分
lottery	彩票，抽彩给奖法
lounge	懒散地斜靠；休息室
loutish	粗鲁的
low	牛叫
loyal	忠诚的，忠贞的，忠心的
lubricant	润滑剂
lubricate	润滑剂
lucid	表达清楚的，明白易懂的
lucrative	赚钱的，有利可图的
ludicrous	荒唐可笑的
lug	拖，拉
lukewarm	微温的，不热心的
lull	活动的暂停；使平静
lullaby	摇篮曲
lumber	蹒跚而行，笨拙地走；杂物；木材
lumberjack	伐木工
lumen	流明
luminary	杰出人物，名人
lump	一块，肿块；形成块状
lunar	月亮的
lunatic	疯子；极蠢的
lurch	突然向前或旁边倒；蹒跚而行
lurid	耀眼的；骇人听闻的
lurk	潜伏，埋伏
lush	繁茂的，茂盛的
lust	强烈的欲望
lustrous	有光泽的
luxuriant	繁茂的；肥沃的
luxurious	奢侈的，豪华的
luxury	奢侈的，豪华的
lyric	抒情的；抒情诗；歌词
macabre	骇人的，可怖的
macerate	浸软；使消瘦
machination	阴谋
maculated	有斑点的
madrigal	抒情短诗，情歌；合唱曲
maelstrom	大漩涡；大混乱
magenta	紫红色的；紫红色，紫红色的染料
magisterial	有权威的；威风的
magnanimity	慷慨
magnanimous	宽宏大量的，慷慨的
magnate	财主，巨头
magnificent	壮丽的，宏伟的；高尚的
magnify	放大；赞美
magnitude	重要；星球的光亮度
magpie	鹊；饶舌的人
maintenance	维持，维护
maize	玉米
majestic	雄伟的，庄严的
maladroit	笨拙的
malaise	不适，不舒服
malapropism	字的误用
malcontent	不满的；不满分子，反抗者
malevolent	有恶意的，恶毒的
malfeasance	不法行为，渎职
malfunction	发生故障；故障，障碍
malicious	恶意的，怨毒的
malign	诽谤，中伤；邪恶的
malinger	装病以逃避工作
malleable	可塑的，易改变的
malpractice	玩忽职守，渎职
mammoth	巨大的
mandate	命令，指令
mandatory	命令的，强迫的
mangle	毁损；撕成碎片，压碎
mania	癫狂；狂热
manifest	显然的；旅客名单，载货清单
manifesto	宣言，声明
manifold	繁多的；多种的
manipulate	操纵
manipulative	操纵别人的，老于世故的
mannered	做作的
mansion	公馆；大厦
mantle	披风，斗篷；覆盖
manumit	解放
manure	粪肥；给…施肥
manuscript	手稿；手抄本
maple	枫树
mar	破坏，损伤
marble	大理石
mare	母马，母驴
margarine	人造黄油
margin	页边空白，边缘
marine	海的；海中的
marionette	木偶
marital	婚姻的
maritime	沿海的；海上的
marked	明显的；被监视的
maroon	栗色
marsh	沼泽地，湿地
marshal	整理，安排，设置
marsupial	有袋动物
martial	战争的，军事的
martyr	烈士，殉道者
marvel	对…感到惊异；奇迹
mash	捣成糊状
mask	假面具；隐藏
mason	泥瓦匠，石匠
masquerade	化装舞会；伪装
massacre	大屠杀
massive	巨大的，厚重的
mast	船桅，旗杆
masticate	咀嚼；把…磨成浆
mate	伙伴；配偶；交配
materialize	赋予形体，使具体化；实现
maternal	母性的
matrix	模子；矩阵
mattress	床垫
mature	成熟的；深思熟虑的
maudlin	感情脆弱的，爱哭的
maul	撕裂皮肉，伤害
mauve	淡紫色的
maven	专家，内行
maverick	想法与众不同的人
mawkish	自作多情的；淡而无味的，令人作呕的
maximize	使增至最大限度
maze	迷宫
meager	贫乏的；瘦削的
mean	卑贱的；吝啬的
meander	蜿蜒而流；漫步
measly	患麻疹的；小得可怜的
measured	精确的；慎重的
mechanical	机械的，机械制造的；机械似的，呆板的，体力的
mechanics	力学
mechanism	结构，机制
medal	奖牌，勋章
meddle	干涉，干预
meddlesome	爱管闲事的
mediate	调停
medieval	中世纪的，中古的
mediocrity	平庸，碌碌无为
meditate	沉思，反省
medium	媒介；生存环境
medley	混合歌曲；混杂；各种各样的集团
meek	温顺的，顺服的
meet	合适的
melancholy	忧郁的；令人悲伤的
meld	混合，合并
mellifluous	柔美流畅的
melodrama	情节剧；音乐喜剧
melon	甜瓜
membrane	薄膜；膜
memoir	回忆录，自传；记事录
memorial	纪念碑，纪念物；纪念的，悼念的
menace	威胁，恐吓
mend	修改，改进
mendacious	不真的；撒谎的
mendicant	行乞的；乞丐
menthol	薄荷醇
mentor	导师
mercantile	贸易的，商业的
mercenary	惟利是图的；雇佣兵
mercurial	善变的；活泼的
meretricious	华而不实的，俗艳的
merit	值得
merited	该得的，理所当然的
meritorious	值得赞赏的
mesa	高台地，平顶山
mesh	用网捕捉；齿合
metabolish	新陈代谢
metamorphose	变形
metaphor	隐喻，暗喻
metaphysics	形而上学，玄学
mete	给予，分配；测量；边界
meteoric	流星的；昙花一现的
methodical	细心的，有条不紊的
meticulous	细心的，一丝不苟的
metrical	测量的；韵律的
metropolis	大城市
 metropolitan	大都市的，首都的
mettle	勇气，斗志
mettlesome	精神抖擞的
microbe	微生物
microorganism	微生物，细菌
microscopic	极小的；显微镜的
miff	小争吵
mighty	强有力的，强大的
migratory	迁移的，流浪的
milestone	里程碑；转折点
militia	民兵
milk	榨取
mill	磨坊；压榨机；制造厂
mime	哑剧表演；哑剧
mimic	模仿，戏弄；模仿他人言行的人
minaret	清真寺的尖塔
minatory	威胁的，恫吓的
mince	切碎；小步走路
mingle	混合
miniature	小画像；缩影
minimize	把…减至最低数量或程度
minion	奴才，底下之人
minnow	鲦鱼，小淡水鱼
mint	大量；巨额；造币厂
minuet	小步舞
minuscule	极小的
minutes	会议记录
minutia	细枝末节，细节
miracle	奇事，奇迹
mirage	幻影，海市蜃楼
mire	泥沼；困境；使…陷入困境
mirth	欢乐，欢笑
misanthrope	愤世嫉俗者
mischievous	淘气的；有害处的
miscreant	恶棍，歹徒
miser	守财奴，吝啬鬼
miserly	吝啬的，贪婪的
misgiving	担心，疑虑
misinform	向…提供错误信息
misnomer	名字的误用
misperceive	误解
misrepresent	误传，歪曲
misshapen	畸形的，奇形怪状的
missile	发射物；导弹
mite	极小量；小虫
mitigate	减轻，缓和
mitten	连指手套
mnemonics	记忆法，记忆规则
moan	呻吟；抱怨
moat	壕沟，护城河
mobile	易于移动的
mobility	可动性，流动性
mock	嘲笑；模仿以嘲弄
mode	样式，时尚；模式
modest	谦虚的，谨慎的；适度的
modicum	少量
modify	修改，变更
modish	时髦的
modulate	调整
mogul	显要人物，权势之人
molar	臼齿
mold	模子；霉；塑造
molding	装饰线条；铸造物
moldy	发霉的
molecule	分子
mollify	安慰，安抚
mollycoddle	过分爱惜，娇惯；娇生惯养之人
molt	换羽，脱毛；换羽，脱毛
molten	熔化的
moment	瞬间；重要
momentous	极重要的，严重的
momentum	推进力，势头
monarch	君主，帝王
monarchy	君主制
monetary	货币的
mongrel	杂种动植物；混血儿
monochromatic	单色的
monochrome	单色的，单色画的
monocle	单片眼镜
monogamy	一夫一妻制
monolithic	巨石的，巨大的
monologue	独白；个人长篇演说
monomania	偏狂症，狂热病
monopoly	专利权，垄断
monotonous	单调的，无聊的
monotony	单调，千篇一律
monsoon	季雨，季风
montage	蒙太奇；拼集画
